Patch1,Patch2,Patch3,Patch4,Patch5,Patch6,Patch7,Patch8,Patch9,Patch10,Patch11,Patch12,Patch13,Patch14,Patch15,Patch16,Patch17,Patch18,Patch19,Patch20,Patch21,Patch22,Patch23,Patch24
5.174686000000000341e+00,2.156664999999999921e+01,3.204543000000000319e+01,6.247010999999999648e+00,3.947758000000000322e+01,3.553795999999999822e+01,4.111774999999999736e+00,3.615241999999999933e+01,1.230513999999999974e+01,1.052300999999999931e+01,8.272265000000000867e+00,6.442020000000000302e+00,2.874895000000000067e+01,6.346981999999999680e+00,3.702256000000000213e+00,6.131649000000000349e+00,2.396293999999999969e+01,3.394082999999999828e+01,7.541422000000000025e+01,5.092049999999999699e+01,3.154213999999999984e+01,1.812970999999999933e+01,8.269277000000000655e+00,2.755977000000000121e+00
5.167772000000000254e+00,2.156968000000000174e+01,3.195455000000000112e+01,6.244354000000000404e+00,3.929657999999999873e+01,3.585497000000000156e+01,4.096465000000000245e+00,3.591796000000000078e+01,1.227773000000000003e+01,1.031236999999999959e+01,8.402867000000000530e+00,6.454886000000000124e+00,2.854383999999999943e+01,6.459938000000000180e+00,3.717076000000000047e+00,6.259360000000000035e+00,2.370144000000000162e+01,3.438882000000000261e+01,7.546237000000000705e+01,5.090572000000000230e+01,3.152545999999999893e+01,1.811527999999999849e+01,8.263206000000000273e+00,2.753263000000000016e+00
5.165475999999999956e+00,2.158388000000000062e+01,3.187249999999999872e+01,6.264952000000000076e+00,3.913640999999999792e+01,3.624790000000000134e+01,4.120404999999999873e+00,3.571851000000000198e+01,1.225455000000000005e+01,1.010801000000000016e+01,8.525783000000000555e+00,6.463026000000000160e+00,2.833085000000000164e+01,6.597888000000000197e+00,3.693242000000000136e+00,6.364876999999999896e+00,2.344915999999999912e+01,3.484924000000000177e+01,7.561760999999999910e+01,5.093914999999999793e+01,3.155451000000000050e+01,1.809109000000000123e+01,8.261535000000000295e+00,2.752759000000000178e+00
5.170423000000000435e+00,2.163044999999999973e+01,3.180216000000000065e+01,6.261197000000000124e+00,3.901212000000000302e+01,3.658189000000000135e+01,4.127233999999999625e+00,3.548816999999999666e+01,1.220241000000000042e+01,9.910368999999999318e+00,8.662991999999999138e+00,6.485568999999999917e+00,2.807667999999999964e+01,6.728354999999999642e+00,3.690716999999999803e+00,6.507813999999999766e+00,2.320326000000000022e+01,3.536854000000000298e+01,7.569182999999999595e+01,5.099117999999999995e+01,3.154877000000000109e+01,1.811150999999999911e+01,8.257118000000000180e+00,2.753452999999999928e+00
5.164711999999999748e+00,2.163839000000000112e+01,3.168280000000000030e+01,6.264939000000000036e+00,3.881727999999999668e+01,3.690800000000000125e+01,4.135445999999999955e+00,3.519438999999999851e+01,1.217309999999999981e+01,9.710473000000000354e+00,8.820271999999999224e+00,6.486830000000000318e+00,2.776520999999999972e+01,6.868803999999999910e+00,3.674746999999999986e+00,6.604000000000000092e+00,2.292608999999999853e+01,3.582007000000000119e+01,7.570360999999999763e+01,5.097603000000000151e+01,3.153751000000000104e+01,1.810043999999999897e+01,8.241013999999999839e+00,2.751447000000000198e+00
5.163283999999999985e+00,2.165616999999999948e+01,3.159668999999999883e+01,6.283094000000000179e+00,3.862957999999999714e+01,3.720900000000000318e+01,4.149900999999999840e+00,3.491835999999999984e+01,1.212532000000000032e+01,9.522684999999999178e+00,8.991426999999999836e+00,6.493759999999999977e+00,2.743993000000000038e+01,7.014229000000000269e+00,3.679218999999999795e+00,6.753265999999999991e+00,2.266619999999999990e+01,3.626079000000000008e+01,7.576627000000000578e+01,5.097737999999999658e+01,3.152262999999999948e+01,1.808724000000000132e+01,8.233758999999999162e+00,2.748790000000000067e+00
5.164047000000000054e+00,2.170048999999999850e+01,3.148582000000000036e+01,6.289617999999999931e+00,3.846564000000000050e+01,3.749448000000000292e+01,4.166691000000000145e+00,3.464659999999999940e+01,1.208755999999999986e+01,9.352869000000000099e+00,9.157534000000000063e+00,6.504980999999999902e+00,2.709615000000000151e+01,7.161370999999999931e+00,3.668339000000000016e+00,6.871415999999999968e+00,2.244409999999999883e+01,3.669630999999999688e+01,7.586668000000000234e+01,5.098219000000000278e+01,3.149801000000000073e+01,1.807852000000000103e+01,8.230489999999999640e+00,2.746954999999999814e+00
5.160760999999999932e+00,2.171651999999999916e+01,3.137320000000000064e+01,6.285859999999999559e+00,3.827503000000000100e+01,3.777935999999999694e+01,4.167173000000000016e+00,3.433856000000000108e+01,1.204914999999999914e+01,9.176759999999999806e+00,9.339719000000000548e+00,6.511862999999999957e+00,2.672069000000000116e+01,7.329551000000000371e+00,3.674751999999999796e+00,7.034575000000000244e+00,2.219947000000000159e+01,3.714891999999999683e+01,7.598093000000000075e+01,5.103298999999999808e+01,3.152067999999999870e+01,1.806779999999999831e+01,8.223150999999999655e+00,2.747460999999999931e+00
5.161897999999999875e+00,2.178105000000000047e+01,3.126914999999999978e+01,6.314794000000000018e+00,3.812172999999999945e+01,3.812519000000000347e+01,4.177464999999999762e+00,3.399855000000000160e+01,1.201477000000000039e+01,9.011506999999999934e+00,9.560670000000000002e+00,6.551074999999999982e+00,2.628666000000000125e+01,7.517364999999999853e+00,3.674595000000000056e+00,7.185764999999999958e+00,2.194979999999999976e+01,3.761028999999999911e+01,7.607298000000000116e+01,5.108277999999999963e+01,3.154617999999999967e+01,1.807543000000000077e+01,8.227359999999999118e+00,2.747325000000000017e+00
5.163604999999999556e+00,2.183061000000000007e+01,3.113337999999999894e+01,6.322435999999999723e+00,3.790650000000000119e+01,3.839992999999999768e+01,4.194541000000000075e+00,3.363550999999999647e+01,1.196527000000000029e+01,8.839332999999999885e+00,9.774115000000000109e+00,6.578327999999999953e+00,2.581472000000000122e+01,7.735581999999999958e+00,3.672429000000000165e+00,7.362500999999999962e+00,2.169117999999999924e+01,3.802929000000000315e+01,7.617561000000000604e+01,5.114175999999999789e+01,3.156886000000000081e+01,1.806709000000000032e+01,8.220114000000000587e+00,2.746037999999999979e+00
5.163422999999999874e+00,2.188529000000000124e+01,3.099738999999999933e+01,6.331297000000000175e+00,3.768860000000000099e+01,3.866472999999999871e+01,4.212291999999999703e+00,3.325198999999999927e+01,1.191962999999999973e+01,8.680761999999999645e+00,9.982226000000000710e+00,6.574187000000000225e+00,2.531604000000000099e+01,7.953234000000000137e+00,3.656073000000000128e+00,7.545463999999999949e+00,2.144180000000000064e+01,3.839840999999999838e+01,7.628016999999999825e+01,5.117730000000000246e+01,3.157575999999999894e+01,1.807648000000000010e+01,8.217698000000000391e+00,2.746948000000000167e+00
5.157511000000000401e+00,2.194153999999999982e+01,3.087979999999999947e+01,6.340910000000000046e+00,3.750285000000000224e+01,3.893574999999999875e+01,4.214923999999999893e+00,3.289806999999999704e+01,1.187673999999999985e+01,8.533868000000000009e+00,1.019703999999999944e+01,6.594261999999999624e+00,2.481646999999999892e+01,8.179631000000000540e+00,3.655356999999999967e+00,7.748450000000000060e+00,2.116182999999999836e+01,3.875450000000000017e+01,7.639642000000000621e+01,5.118554000000000315e+01,3.157117999999999824e+01,1.807743999999999929e+01,8.212405000000000399e+00,2.747253000000000167e+00
5.156849000000000238e+00,2.199911000000000172e+01,3.073751999999999995e+01,6.340303999999999718e+00,3.728876999999999953e+01,3.916573999999999955e+01,4.233532000000000295e+00,3.250278000000000134e+01,1.183653999999999940e+01,8.396323999999999899e+00,1.041831999999999958e+01,6.608099000000000167e+00,2.429627999999999943e+01,8.381721999999999895e+00,3.645065999999999917e+00,7.903973999999999833e+00,2.092906999999999940e+01,3.905346000000000117e+01,7.645110999999999990e+01,5.121238000000000312e+01,3.156940000000000168e+01,1.806060000000000088e+01,8.206359000000000847e+00,2.744857000000000102e+00
5.151981000000000144e+00,2.207967999999999975e+01,3.058734000000000108e+01,6.343999000000000166e+00,3.706803000000000026e+01,3.935340000000000060e+01,4.245493999999999879e+00,3.207549000000000206e+01,1.177881999999999962e+01,8.247296999999999656e+00,1.065056000000000047e+01,6.632780000000000342e+00,2.373179000000000016e+01,8.618062000000000111e+00,3.632099000000000188e+00,8.120787999999999229e+00,2.065090000000000003e+01,3.933530999999999977e+01,7.648363000000000511e+01,5.120204999999999984e+01,3.157566999999999879e+01,1.805058999999999969e+01,8.202064999999999273e+00,2.743351000000000095e+00
5.154170999999999836e+00,2.218263999999999925e+01,3.046731000000000122e+01,6.371758999999999951e+00,3.686527999999999849e+01,3.959526000000000323e+01,4.272407000000000288e+00,3.166234999999999999e+01,1.174042000000000030e+01,8.120914000000000854e+00,1.094335000000000058e+01,6.654734999999999623e+00,2.315220000000000056e+01,8.875704999999999956e+00,3.653467000000000020e+00,8.327930999999999528e+00,2.041544999999999987e+01,3.962344999999999828e+01,7.655241999999999791e+01,5.124351999999999663e+01,3.159018999999999977e+01,1.805975000000000108e+01,8.201098999999999251e+00,2.743024000000000129e+00
5.154887000000000441e+00,2.227775000000000105e+01,3.034894999999999854e+01,6.383498999999999590e+00,3.664954000000000178e+01,3.980461999999999989e+01,4.263042999999999694e+00,3.122077000000000169e+01,1.169086000000000070e+01,7.989842999999999584e+00,1.120575999999999972e+01,6.713733000000000395e+00,2.256161000000000172e+01,9.118259999999999366e+00,3.634965999999999919e+00,8.544916999999999874e+00,2.015693999999999875e+01,3.986869000000000085e+01,7.660311000000000092e+01,5.120852000000000004e+01,3.159288000000000096e+01,1.805356000000000094e+01,8.197257999999999711e+00,2.743473999999999968e+00
5.156081999999999610e+00,2.238165000000000049e+01,3.021655000000000157e+01,6.394017999999999979e+00,3.643240000000000123e+01,4.003717000000000326e+01,4.285747999999999891e+00,3.080324999999999847e+01,1.164120999999999917e+01,7.861206000000000138e+00,1.150516999999999967e+01,6.707245000000000346e+00,2.196792999999999907e+01,9.400472999999999857e+00,3.648865999999999943e+00,8.788572000000000273e+00,1.988590999999999909e+01,4.010099000000000302e+01,7.669070000000000675e+01,5.131336999999999904e+01,3.157358999999999938e+01,1.803817000000000093e+01,8.192348000000000852e+00,2.740323000000000064e+00
5.160396000000000427e+00,2.251011000000000095e+01,3.007978999999999914e+01,6.414697999999999567e+00,3.621063999999999794e+01,4.023490999999999929e+01,4.314136000000000415e+00,3.036477000000000004e+01,1.159869999999999912e+01,7.747228999999999921e+00,1.179538999999999938e+01,6.730823000000000000e+00,2.136351000000000155e+01,9.703906999999999172e+00,3.632155000000000022e+00,8.990496000000000265e+00,1.960840999999999923e+01,4.033995999999999782e+01,7.684226999999999919e+01,5.136339999999999861e+01,3.162759000000000142e+01,1.805893999999999977e+01,8.198157000000000139e+00,2.742310999999999943e+00
5.158419000000000310e+00,2.264805000000000135e+01,2.993026000000000053e+01,6.427967999999999904e+00,3.597059000000000140e+01,4.042978999999999701e+01,4.319329999999999892e+00,2.987909000000000148e+01,1.154119999999999990e+01,7.625772999999999691e+00,1.210486000000000040e+01,6.768053000000000097e+00,2.071265000000000001e+01,9.998165000000000191e+00,3.624283000000000143e+00,9.270165999999999684e+00,1.933840999999999966e+01,4.055102999999999724e+01,7.687533999999999423e+01,5.137480000000000047e+01,3.164152999999999949e+01,1.806037999999999855e+01,8.192489000000000132e+00,2.742995000000000072e+00
5.156119000000000341e+00,2.278348000000000084e+01,2.980357000000000056e+01,6.443972999999999729e+00,3.571815999999999747e+01,4.062402999999999764e+01,4.343243000000000187e+00,2.938548000000000116e+01,1.149737000000000009e+01,7.519743000000000066e+00,1.241676999999999964e+01,6.819891000000000147e+00,2.007421000000000078e+01,1.032468000000000075e+01,3.626799999999999802e+00,9.564548000000000272e+00,1.907214000000000098e+01,4.075122999999999962e+01,7.699863000000000568e+01,5.145888000000000062e+01,3.166394000000000020e+01,1.808083999999999847e+01,8.201620999999999384e+00,2.744518999999999931e+00
5.158748000000000111e+00,2.295519000000000176e+01,2.969152000000000058e+01,6.457230000000000025e+00,3.548624999999999829e+01,4.087201000000000306e+01,4.362810999999999773e+00,2.891647000000000034e+01,1.144186999999999976e+01,7.401855000000000295e+00,1.281304000000000087e+01,6.827027000000000179e+00,1.944163999999999959e+01,1.064977999999999980e+01,3.620192999999999994e+00,9.854115000000000180e+00,1.883258999999999972e+01,4.098084999999999667e+01,7.717947999999999809e+01,5.155888999999999811e+01,3.171763999999999939e+01,1.810097000000000023e+01,8.213181999999999761e+00,2.748469000000000051e+00
5.152620999999999896e+00,2.313679000000000130e+01,2.955105999999999966e+01,6.476625000000000298e+00,3.523839000000000254e+01,4.108015999999999934e+01,4.388220999999999705e+00,2.839568999999999832e+01,1.142267999999999972e+01,7.293622000000000050e+00,1.316309000000000040e+01,6.885670000000000179e+00,1.878602000000000061e+01,1.101854999999999940e+01,3.626072000000000184e+00,1.015733999999999959e+01,1.858681999999999945e+01,4.119149000000000171e+01,7.738604999999999734e+01,5.166891999999999996e+01,3.181758999999999915e+01,1.814749000000000123e+01,8.227411000000000030e+00,2.752453000000000038e+00
5.153083999999999776e+00,2.333780000000000143e+01,2.943523000000000067e+01,6.501356999999999609e+00,3.501210999999999984e+01,4.132630000000000337e+01,4.399283999999999750e+00,2.789465999999999823e+01,1.138052000000000064e+01,7.181506999999999863e+00,1.360759000000000007e+01,6.927717000000000347e+00,1.813823000000000008e+01,1.138160000000000061e+01,3.607578000000000173e+00,1.050482000000000049e+01,1.836093999999999937e+01,4.140953999999999979e+01,7.757139999999999702e+01,5.178381999999999863e+01,3.187473999999999918e+01,1.820471999999999824e+01,8.247745999999999356e+00,2.759249000000000063e+00
5.152242000000000210e+00,2.353882000000000119e+01,2.933486999999999867e+01,6.520895999999999582e+00,3.479878999999999678e+01,4.156985999999999848e+01,4.424859999999999793e+00,2.740035999999999916e+01,1.134581999999999979e+01,7.085151999999999894e+00,1.402829999999999977e+01,6.969625999999999877e+00,1.751492000000000004e+01,1.174560999999999922e+01,3.622869000000000117e+00,1.083878999999999948e+01,1.812784999999999869e+01,4.161585999999999785e+01,7.781699999999999307e+01,5.194467999999999819e+01,3.197109999999999985e+01,1.826636999999999844e+01,8.272361999999999327e+00,2.765254000000000101e+00
5.141507999999999967e+00,2.373308000000000106e+01,2.918986999999999910e+01,6.530089000000000254e+00,3.453014000000000294e+01,4.177949000000000268e+01,4.444383000000000195e+00,2.686005000000000109e+01,1.129371000000000080e+01,6.978099000000000274e+00,1.445179000000000080e+01,7.020672000000000246e+00,1.688230000000000075e+01,1.213673999999999964e+01,3.617363000000000106e+00,1.116954999999999920e+01,1.788772000000000162e+01,4.179742000000000246e+01,7.792188000000000159e+01,5.206884000000000157e+01,3.205270000000000152e+01,1.832637000000000072e+01,8.298273000000000010e+00,2.771758999999999862e+00
5.142890000000000406e+00,2.396089999999999876e+01,2.909387999999999863e+01,6.554071000000000424e+00,3.429149000000000314e+01,4.202693000000000012e+01,4.470390000000000086e+00,2.638981000000000066e+01,1.124385000000000012e+01,6.876510999999999818e+00,1.487420000000000009e+01,7.065675999999999846e+00,1.627677999999999869e+01,1.254116999999999926e+01,3.600191999999999837e+00,1.153932000000000002e+01,1.769082999999999828e+01,4.197482000000000113e+01,7.814024000000000569e+01,5.219494000000000256e+01,3.218045000000000044e+01,1.837765999999999877e+01,8.326254999999999740e+00,2.778262999999999927e+00
5.140922999999999909e+00,2.418564999999999898e+01,2.897103999999999857e+01,6.573389999999999844e+00,3.400945999999999714e+01,4.220973999999999648e+01,4.477231999999999879e+00,2.588560999999999979e+01,1.120231000000000066e+01,6.785884000000000249e+00,1.534582999999999942e+01,7.129412999999999556e+00,1.567708999999999975e+01,1.296320000000000050e+01,3.605243000000000198e+00,1.190640999999999927e+01,1.744469000000000136e+01,4.205792000000000286e+01,7.827442999999999529e+01,5.229999999999999716e+01,3.222532999999999959e+01,1.843564999999999898e+01,8.347963999999999274e+00,2.784183000000000074e+00
5.144688000000000372e+00,2.444959000000000060e+01,2.886570000000000036e+01,6.603633000000000308e+00,3.372287000000000035e+01,4.236820000000000164e+01,4.519186999999999621e+00,2.539123999999999981e+01,1.118097000000000030e+01,6.690277000000000029e+00,1.583634999999999948e+01,7.171628000000000114e+00,1.508929000000000009e+01,1.339672999999999981e+01,3.615915000000000212e+00,1.234417000000000009e+01,1.721365000000000123e+01,4.209812999999999761e+01,7.850732000000000710e+01,5.242345000000000255e+01,3.230062999999999818e+01,1.847415000000000163e+01,8.364867000000000274e+00,2.787539999999999907e+00
5.150679000000000229e+00,2.469398999999999944e+01,2.873152999999999935e+01,6.633284999999999876e+00,3.337086000000000041e+01,4.246735000000000326e+01,4.545430999999999777e+00,2.488435000000000130e+01,1.114340999999999937e+01,6.591834999999999667e+00,1.635842999999999847e+01,7.229705000000000048e+00,1.449881000000000064e+01,1.384406000000000070e+01,3.613828999999999958e+00,1.275253999999999976e+01,1.697506999999999877e+01,4.203135999999999939e+01,7.855652000000000612e+01,5.248393000000000086e+01,3.232948999999999984e+01,1.847494999999999976e+01,8.364463999999999899e+00,2.788089999999999957e+00
5.154135000000000133e+00,2.496479000000000070e+01,2.858381999999999934e+01,6.647267000000000259e+00,3.301167999999999836e+01,4.257516999999999996e+01,4.576605999999999952e+00,2.438050000000000139e+01,1.109387000000000079e+01,6.497876999999999903e+00,1.688064999999999927e+01,7.273018999999999679e+00,1.390995000000000026e+01,1.431156000000000006e+01,3.622859000000000052e+00,1.315470999999999968e+01,1.671506000000000114e+01,4.191891999999999996e+01,7.863893000000000200e+01,5.253209999999999980e+01,3.233451000000000164e+01,1.849932000000000087e+01,8.363270999999999233e+00,2.788841000000000125e+00
5.158807000000000365e+00,2.522235999999999834e+01,2.844480000000000075e+01,6.679200999999999944e+00,3.263250000000000028e+01,4.255984000000000123e+01,4.605705000000000382e+00,2.386733999999999867e+01,1.105185999999999957e+01,6.415371000000000379e+00,1.741227999999999909e+01,7.336740999999999957e+00,1.335585999999999984e+01,1.481367000000000012e+01,3.605847999999999942e+00,1.358661000000000030e+01,1.646890000000000143e+01,4.176706999999999681e+01,7.867580999999999847e+01,5.251771000000000100e+01,3.233127000000000351e+01,1.846302000000000021e+01,8.364712000000000813e+00,2.785035999999999845e+00
5.164785000000000181e+00,2.549943999999999988e+01,2.831196999999999875e+01,6.705574000000000368e+00,3.226171999999999684e+01,4.262740000000000151e+01,4.652757000000000254e+00,2.338927999999999940e+01,1.100702000000000069e+01,6.317643000000000342e+00,1.798749000000000109e+01,7.369290999999999592e+00,1.282015999999999956e+01,1.531329000000000029e+01,3.604414999999999925e+00,1.405605000000000082e+01,1.621858999999999895e+01,4.159394000000000347e+01,7.876919999999999789e+01,5.255010000000000048e+01,3.231309000000000253e+01,1.847064999999999912e+01,8.352406000000000219e+00,2.783478000000000119e+00
5.175926999999999722e+00,2.576096000000000075e+01,2.815027999999999864e+01,6.741386999999999574e+00,3.187100999999999829e+01,4.263492999999999711e+01,4.670914999999999928e+00,2.290661000000000058e+01,1.095796999999999954e+01,6.227971000000000146e+00,1.855886999999999887e+01,7.414736000000000438e+00,1.229651999999999923e+01,1.583567999999999998e+01,3.591492999999999824e+00,1.451852000000000054e+01,1.598262000000000072e+01,4.134425000000000239e+01,7.879103000000000634e+01,5.253448000000000206e+01,3.227644999999999698e+01,1.844528999999999996e+01,8.344920999999999367e+00,2.779412000000000216e+00
5.185636999999999830e+00,2.604645999999999972e+01,2.799566000000000088e+01,6.789854000000000056e+00,3.147158999999999907e+01,4.263692000000000348e+01,4.712786000000000364e+00,2.242425000000000068e+01,1.092314999999999969e+01,6.140673999999999744e+00,1.918871000000000038e+01,7.481868000000000407e+00,1.179238999999999926e+01,1.639737999999999829e+01,3.593503999999999809e+00,1.504096999999999973e+01,1.575625999999999927e+01,4.107898999999999745e+01,7.886208999999999492e+01,5.253381000000000256e+01,3.228737999999999886e+01,1.843378999999999834e+01,8.338960000000000150e+00,2.776946999999999832e+00
5.200605999999999618e+00,2.632898000000000138e+01,2.785060999999999964e+01,6.830498999999999654e+00,3.112708999999999904e+01,4.268262000000000000e+01,4.767286999999999608e+00,2.196239999999999881e+01,1.086303999999999981e+01,6.072125999999999912e+00,1.982328000000000046e+01,7.529538999999999760e+00,1.131511000000000067e+01,1.696650999999999954e+01,3.596848000000000045e+00,1.560773000000000010e+01,1.555583999999999989e+01,4.081989000000000090e+01,7.889449000000000467e+01,5.255317000000000149e+01,3.230658999999999992e+01,1.843830000000000169e+01,8.330422000000000438e+00,2.774837999999999916e+00
5.207154000000000060e+00,2.655988999999999933e+01,2.765778999999999854e+01,6.874832999999999750e+00,3.072922000000000153e+01,4.267177999999999827e+01,4.808176999999999701e+00,2.152419000000000082e+01,1.081250999999999962e+01,5.988260000000000360e+00,2.049214999999999876e+01,7.589313999999999893e+00,1.084775999999999918e+01,1.756323000000000079e+01,3.590794999999999959e+00,1.611111999999999966e+01,1.531291000000000047e+01,4.050377999999999901e+01,7.891465999999999781e+01,5.258885000000000076e+01,3.226339000000000112e+01,1.841519999999999868e+01,8.319228000000000733e+00,2.769946000000000019e+00
5.224577000000000027e+00,2.683117000000000019e+01,2.747936999999999941e+01,6.935463000000000378e+00,3.035994000000000170e+01,4.270421000000000333e+01,4.860250999999999877e+00,2.109065999999999974e+01,1.077763999999999989e+01,5.914551999999999587e+00,2.123555999999999955e+01,7.665531999999999790e+00,1.041280000000000072e+01,1.818790999999999869e+01,3.598003999999999980e+00,1.671385000000000076e+01,1.512866000000000000e+01,4.019492999999999938e+01,7.901196000000000197e+01,5.259282000000000323e+01,3.228806000000000154e+01,1.840295000000000059e+01,8.318637000000000725e+00,2.768409999999999815e+00
5.239976999999999663e+00,2.708513999999999911e+01,2.730523000000000167e+01,6.994472000000000023e+00,2.999844999999999828e+01,4.273713999999999658e+01,4.920567000000000135e+00,2.065613000000000099e+01,1.073698000000000086e+01,5.845215999999999745e+00,2.198233000000000104e+01,7.749405999999999572e+00,9.983209999999999695e+00,1.882982000000000156e+01,3.598044999999999938e+00,1.732279000000000124e+01,1.495814999999999984e+01,3.987910999999999717e+01,7.909691999999999723e+01,5.263483999999999696e+01,3.229748000000000019e+01,1.840256000000000114e+01,8.316542999999999353e+00,2.767230000000000079e+00
5.256880999999999915e+00,2.732563999999999993e+01,2.709954000000000107e+01,7.060611999999999888e+00,2.962437999999999860e+01,4.277938999999999936e+01,4.992498000000000324e+00,2.021368000000000009e+01,1.068683000000000050e+01,5.774136000000000379e+00,2.280370999999999881e+01,7.823106000000000115e+00,9.565397000000000816e+00,1.950951999999999842e+01,3.602221999999999813e+00,1.797495999999999938e+01,1.475786000000000087e+01,3.950641999999999854e+01,7.915148999999999546e+01,5.264486999999999739e+01,3.227494000000000085e+01,1.838783000000000101e+01,8.313069000000000486e+00,2.763284000000000074e+00
5.284761999999999738e+00,2.758139999999999858e+01,2.690428999999999959e+01,7.133450999999999986e+00,2.927157000000000053e+01,4.285566000000000031e+01,5.063121999999999900e+00,1.979779999999999873e+01,1.063978000000000002e+01,5.715729999999999755e+00,2.366394000000000020e+01,7.952742999999999896e+00,9.169432000000000471e+00,2.020531000000000077e+01,3.599453000000000014e+00,1.867689999999999984e+01,1.456916000000000011e+01,3.913002999999999787e+01,7.916424999999999557e+01,5.266071999999999775e+01,3.226617000000000246e+01,1.837774999999999892e+01,8.312162999999999968e+00,2.762014999999999887e+00
5.311850999999999878e+00,2.779861000000000004e+01,2.668622999999999834e+01,7.233069999999999666e+00,2.891773999999999845e+01,4.290715000000000146e+01,5.150991999999999571e+00,1.939967000000000041e+01,1.060579000000000072e+01,5.654990999999999879e+00,2.454767000000000010e+01,8.064498999999999640e+00,8.794142000000000792e+00,2.092283000000000115e+01,3.602449000000000012e+00,1.943186999999999998e+01,1.439940999999999960e+01,3.871520999999999901e+01,7.924801999999999680e+01,5.265995000000000203e+01,3.227772999999999826e+01,1.837868999999999886e+01,8.297803000000000040e+00,2.758360999999999841e+00
5.343102000000000018e+00,2.801033999999999935e+01,2.646903000000000006e+01,7.333700999999999581e+00,2.858598999999999890e+01,4.301418999999999926e+01,5.246641000000000332e+00,1.899907999999999930e+01,1.055749999999999922e+01,5.602458000000000382e+00,2.545033000000000101e+01,8.201468000000000202e+00,8.444962999999999553e+00,2.164125999999999905e+01,3.602304000000000173e+00,2.019146999999999892e+01,1.422799000000000014e+01,3.831226000000000198e+01,7.926824000000000581e+01,5.267701000000000278e+01,3.227857999999999805e+01,1.837715000000000032e+01,8.298579000000000150e+00,2.755793000000000159e+00
5.373869000000000007e+00,2.816457000000000122e+01,2.622154000000000096e+01,7.442041999999999824e+00,2.824513999999999925e+01,4.306685000000000230e+01,5.367632000000000403e+00,1.860432000000000130e+01,1.050966999999999985e+01,5.538257999999999903e+00,2.638683999999999941e+01,8.358847000000000804e+00,8.109211000000000169e+00,2.234120000000000061e+01,3.609132999999999925e+00,2.091850000000000165e+01,1.406019000000000041e+01,3.786880000000000024e+01,7.922861000000000331e+01,5.264580999999999733e+01,3.222787999999999897e+01,1.835013999999999967e+01,8.285294999999999632e+00,2.751196000000000197e+00
5.410929000000000322e+00,2.833703999999999823e+01,2.601510000000000034e+01,7.585181000000000395e+00,2.796885999999999939e+01,4.325726999999999833e+01,5.498814000000000313e+00,1.825363000000000113e+01,1.047526000000000046e+01,5.500504000000000282e+00,2.735470000000000113e+01,8.553219999999999601e+00,7.797223999999999933e+00,2.306080000000000041e+01,3.607848999999999862e+00,2.178621000000000052e+01,1.392098999999999975e+01,3.747867999999999711e+01,7.929649999999999466e+01,5.269375999999999749e+01,3.225287999999999755e+01,1.835244000000000142e+01,8.285014000000000323e+00,2.749927000000000010e+00
5.456366000000000049e+00,2.849645999999999901e+01,2.579623000000000133e+01,7.755616999999999983e+00,2.768099000000000132e+01,4.343457000000000079e+01,5.639041999999999888e+00,1.790202000000000027e+01,1.041085999999999956e+01,5.455194999999999794e+00,2.835031999999999996e+01,8.770803000000000793e+00,7.514432000000000222e+00,2.377469999999999928e+01,3.593392000000000142e+00,2.265549999999999997e+01,1.376169999999999938e+01,3.707717999999999847e+01,7.946327999999999747e+01,5.268359000000000236e+01,3.227792999999999779e+01,1.834928000000000026e+01,8.281802000000000774e+00,2.748270999999999908e+00
5.504679999999999573e+00,2.860803999999999903e+01,2.555880000000000152e+01,7.921457000000000193e+00,2.740536000000000172e+01,4.366179999999999950e+01,5.824417999999999651e+00,1.756184999999999974e+01,1.035665000000000013e+01,5.421275999999999762e+00,2.941692000000000107e+01,9.037231999999999488e+00,7.245142999999999667e+00,2.448115999999999914e+01,3.603050000000000086e+00,2.354672000000000054e+01,1.361084999999999923e+01,3.662626999999999811e+01,7.949111999999999512e+01,5.275506000000000029e+01,3.228613000000000000e+01,1.835360000000000014e+01,8.288150999999999158e+00,2.747151999999999816e+00
5.560777999999999999e+00,2.873575999999999908e+01,2.532835999999999999e+01,8.139243000000000450e+00,2.713953000000000060e+01,4.391651000000000238e+01,6.015900000000000247e+00,1.723431000000000068e+01,1.031489999999999974e+01,5.382354000000000305e+00,3.046302000000000021e+01,9.324633000000000393e+00,6.990108000000000210e+00,2.519576999999999956e+01,3.608867000000000047e+00,2.449762000000000128e+01,1.348870999999999931e+01,3.621815000000000140e+01,7.958360000000000412e+01,5.277190999999999832e+01,3.230371000000000237e+01,1.836596000000000117e+01,8.289310000000000400e+00,2.746659999999999879e+00
5.616095999999999755e+00,2.882539999999999836e+01,2.507857999999999876e+01,8.375033000000000172e+00,2.687289000000000172e+01,4.419780000000000086e+01,6.250257999999999647e+00,1.690540999999999983e+01,1.027119000000000071e+01,5.351936000000000249e+00,3.156158999999999892e+01,9.671791000000000693e+00,6.742390999999999579e+00,2.588448999999999955e+01,3.608279000000000014e+00,2.551798000000000144e+01,1.333408999999999978e+01,3.578710000000000235e+01,7.969025000000000603e+01,5.283285999999999660e+01,3.230754000000000303e+01,1.838155000000000072e+01,8.295552999999999955e+00,2.746983999999999870e+00
